content,polarity
'HUMHUM je suis en L3 Biologie aussi je vais me presenter a #Missfrance jvais forcement finir parmis les 12',Nan
'Wsi Miss Bretagne gagne _ je me tire une balle dans les cervicales . #Missfrance',Nan
'Miss Bourgogne en demi-finale de #MissFrance http://t.co/r5mxDDDC',Nan
'@kindi_sheikki @Corrnichon " si je ne gagne pas Miss France : Tout l'argent sale qui circule à TF1 sra mis au grand jour ..."',Nan
'Miss Guyane_ Miss Martinique_ Miss Alsace_ Miss Languedoc & Miss Midi Pyrénées #MissFrance #TF1',Nan
'Miss Martinique est en Master de Doigts pour devenir Magi...cienne ? #MissFrance #QuandJaiCompris',Nan
'Mon top 5 : Languedoc_ Alsace_ Réunion_ Roussilon_ Midi-pyrénées #MissFrance #Cestdit',Nan
'N'oubliez pas : Miss Pays de Loire c'est celle qui a une vulve sous chaque bras #MissFrance (cc @lastequinoxx @Machiavelas )',Nan
'Alain Delon à ramené sa brosse à cheveux panthère_ en tout simplicité #missfrance #normal',Nan
'Je n'ai déjà pas voté pour danse avec les stars alors pour Miss France #TF1 #MissFrance',Nan
'Je veux pas être méchante mais quand j'ai vu Miss Martinique_ la première chose que j'ai pensé c'est qu'elle ressemblait à FX #MissFrance',Nan
'Miss Roussillon doit être #MissFrance !! Elle a appelé à faire le 3637 !!',Nan
'Pays de Loire est mimi ! #MissFrance',1
'Avant il était Alain Delon mais ça c'était avant. Maintenant il est jury #MissFrance',Nan
'#MissFrance #UneRousseCommeMISSFRANCE #MissAlsace Tapez 1',Nan
'Je m'appelle Khadouja NDJAMENA_ j'ai 23 ans_ je suis à Pole Emploi et j'habite en banlieue_ je souhaite être Miss Sous #France #MissFrance',Nan
'Miss Alsace vient de ruiner toutes ses chances. #MissFrance',Nan
'Miss Bretagne_ quelle grosse blague_ juste Horrible_ comment elle a pu se retrouver dans les 12 dernières ? #MissFrance #Truquée',0
'Je suis en Master de Dwoit.. Miss Martinique.. #non #missfrance',Nan
'faut mettre mute un si je vous soule avec #MissFrance #UneRousseCommeMISSFRANCE #MissAlsace',Nan
'Enfaite Miss Pays de Loire est belle #missFrance #tf1',1
'La Petite Sirène venue d'Alsace #MissFrance',Nan
'TAPER 1 ! Miss Alsace #MissFrance',Nan
'Moi j'aime bien Miss Côte d'Azur #TF1',1
'Ça a l'air sympa #MissFrance cette année_ au vu de vos tweets. Comme d'hab_le jury a choisi des moches apparemment.',1
'“@kingsunII: Y a pas de doutes possible_ Miss #Bretagne est bien d'ici. Elle est stupide_ c'est un signe _-) #missfrance” #LeTelegramme',0
'Il est 1h57 à la #Réunion #Missfrance',Nan
'La miss de ma région est dans les 12 ! :p hé hé #missfrance',Nan
'Vive les sourires forcés héhé #missfrance',0
'Moi je suis pour Miss Languedoc ! #MissFrance',1
'Ele va gagner grace à son coté naturel (c'est ce qu'on dit pouw fèw bien) #missfrance #MissMartinique',1
'Mes 5 favorites : Martinique / Pays de Loire / Languedoc / Bourgogne / Roussillon. #MissFrance #TF1',1
'Pourquoi Miss Bretagne est applaudi? J'ai raté un épisode. Les gens dans le public c'est des aveugles? #MissFrance',Nan
'Bon d'accord_ Miss Bourgogne-Paillasson a été dans le même lycée que moi...bon peut être que ça change tout #MissFrance',Nan
'On me dit dans l'oreillette que Miss Pays de Loire mérite #missfrance',1
'Moi j'aime miss reunion #TF1',1
'Miss Reunion et Miss Roussillon pour moi. #missfrance',Nan
'J'hésite entre Alsace et Languedoc..... #MissFrance2012 #MissFrance',Nan
'Alsace elle est jolie_ lanquedoc et Reunion. Moi je dis c'est une des trois qui doit gagner. #MissFrance',1
'Il fallait dégager Miss Bretagne et mettre Miss Ile de France... #MissFrance',0
'Si Miss Martinique gagne #MissFrance_ je dis c'est le comble du comble',Nan
'Appeler pour Miss Bretagne ou pour le téléthon ça revient au même ... #Humournoir ... Blâmez moi allez y ! #MissFrance',Nan
'J'ai toujours la même réaction quand je vois Miss Bretagne... "Oh My God!!" #TF1',Nan
'Je trouve que miss réunion ressemble a Inna . #MissFrance',Nan
'Miss Guyane a un joli sourire !!! #MissFrance',1
'Bon alors Miss Alsace_ Languedoc ou Pays de Loire ! Mais faut abandonner Miss Bretagne la #MissFrance',0
'Miss Languedoc_ on dirait une poupée #missfrance',Nan
'Miss Bretagne est très moche ! Mais très moche ! #MissFrance',0
'je confirme mon choix: Miss Pays de Loire #missfrance',Nan
'#MissFrance #TF1 Numéro 7! Miss Guyane!!',Nan
'La pose de Miss Martinique &gt_ la pose d'Arnold Schwarzenegger. #missfrance',Nan
'Pays de Loire ou Reunion... #MissFrance',Nan
'Miss Martinique ? Encore là ? Moi_ elle me fait peur #MissFrance',0
'Miss bretagne &gt_ Picasso #missfrance',0
'J'aime bien miss Pays de Loire =) #MissFrance',1
'#missfrance pwouaa miss languedoc',Nan
'Soyons logique_ si c'est les appels qui font les voix_ miss bretagne à aucune chance vu que ses fans sont dans la salle #missfrance',Nan
'Miss Martinique nous a encore fait un check rouge à lèvre sur ses dents ! #MissFrance',Nan
'Miss France va être laide_ je sens. #MissFrance',0
'Et Dieur créa #MissBretagne ! #LOL #MissFrance',Nan
'Miss Martinique est plus masculine que moi #MissFrance',0
'Miss Pays de Loire on dirait qu'elle a un dentier #MissFrance x)',0
'J'ai dépensé un peu de crédit pour Languedoc. #MissFrance',Nan
'Pour moi pays de Loire! #MissFrance',Nan
'Elles font mal aux yeux les Miss sérieux ... c'est dans ces moments qu'on voit que c'est le corps qui fait tout et pas la tete -_-' #TF1',0
'Miss Provence porte bien son nom _ elle me fait penser a la petite fille dans la prairie avec sa tête de campagnarde #MissFrance',0
'#missfrance_ ca se voit que c'est juste le chauvinisme qui fait_ la miss bretagne est super moche!!_ pas de quoi hurler dans la salle!',0
'@tchizbeurgueur le coup de langue sur les dents avant de sourire #fail #missFrance',Nan
'C'est mon écran qui à des problèmes ou miss bretagne louche ?! o_O #missfrance',0
'Si les français avaient le sens du LOL ils éliraient Miss Bretagne. #missfrance',Nan
'“@Karimacharni: Le + beau moment de la soiree...la robe de Laurie!!!!!!!! #missfrance” tout à fait d'accord',1
'La moins moche (à mon sens) est Miss Côte d'Azur. Bye bye_ donc. #MissFrance',1
'Ouhouh un défilé des miss en maillots deux pièces_ ça devient hot #MissFrance',Nan
'Mon Tiercé dans l'ordre par dépit : 1/Languedoc (blonde) 2/Côte d'Azur 3/Pays de la Loire #MissFrance',Nan
'Miss Alsace à eu un problème capillaire . #MISSFRANCE',Nan
'Francis huster a l'air de bien kiffer Bourgogne #missfrance',1
'Miss provence ressemble à Marlene du loft story 2 et des anges #missfrance',Nan
'Cote d'Azur ou Pays de Loire ? La galère. Le dilemme. "Choisir_ c'est renoncer" Gide #MissFrance Et pensez à donner au Téléthon 3637',Nan
'Je suis au chomage_ j'ai pas le brevet je souhaiterait gagner Miss France pour sortir de la misère #TF1',Nan
'Le défilé en maillot deux pièces_ Geneviève aurait pas kiffé #missfrance',Nan
'#Javoue que se soir je suis fiere d'etre Alsacienne et que je suis a fond pour #MissAlsace #MissFrance #TF1',1
'Si Bretagne gagne je ne suis plus française !! Mais comment a-t-elle fait pour être parmi les 12 (et être la tout simplement) #MissFrance',Nan
'Miss Midi-Pyrénées et Miss Languedoc n'ont pas fermé leur bouche depuis 20h15. #MissFrance #Grévin',Nan
'mon choix est fait: Miss Alsace et puis c'est tout _) #missfrance',Nan
'Miss Alsace a super bien parlé! #MissFrance',1
'Le + perturbant dans la nouvelle élection de #MissFrance c'est le nouveau Mec qui appelle aux votes qui a des cheveux #OnétaitPasHabitué',0
'Moi je suis pour Miss Guyane et Miss Pays de Loire! #sachezle #MissFrance',1
'@justinepinaud tu t'éclates dis moi! Ma préférée_ c'est Alsace #choucroute #missfrance',1
'#missfrance discours un peu gras de miss Martinique qd même!!',0
'Finalement j'aime bien aussi le sosie de Michele Obama #MissMartinique #MissFrance #GerraStyle',1
'J'aime bien miss Alsace_ Languedoc_ Martinique et Pays de Loire. :) #missfrance',1
'si Miss Bretagne gagne je pars en exil #missfrance',Nan
'@bomaye12 Foucault... Tu t'appelles Jean-Pierre Foucault. #MissFrance',Nan
'J'ai envie de gifler miss midi-pyrenes_ à cause de son vieux sourire #TF1',0
'Je vote pour un trio de tête Alsace Réunion Guyane mais je sais pas dans quel ordre #MissFrance',Nan
'Miss Réunion ou Miss Pays De Loire les autres bonne nuit #MissFrance',Nan
'“@JulienCotteALU: Miss Bretagne c est un tableau de picasso ! #MissFrance” #commençacasse',0
'Watching " Miss France 2012 " on TF1.',Nan
'Non mais sérieux Miss Bretagne_ le seul truc qu'elle peut espèrer dans la vie_ c'est une pub Optic 2000 et encore... #missfrance',Nan
'Miss Bretagne est vraiment moche #missfrance #tf1',0
'Imagine #missfrance la miss Bretagne: a miss univers.... Je suis sur les goaouldes vont apparaître à la porte du temps #stargate',Nan
'La Bretagne est une péninsule. #MissFrance #MessageSubliminal',Nan
'J'aime bien miss réunion =) #missfrance',1
'Je doute que la Bretagne soit cette année encore a l'honneur! Un mot qualifie la candidate pour #MissFrance " Nez "',Nan
'#MissFrance #UneRousseCommeMISSFRANCE #MissAlsace ALLEZ ALLEZ',Nan
'Moi j'aime miss reunion #TF1',1
'Sinon les sourires grand comme ca ☺_ y'a un entraînement ou c comment_ juska on voit les dents d'sagesse! Bonjour le mal de joue #MissFrance',Nan
'Pour moi c'est Miss Pays de Loire ! :) #MissFrance #SofiaEssaidi',Nan
'Je viens de tomber sur les 12 finalistes. On est foutu pour cette année. #missfrance',Nan
'#MissFrance #UneRousseCommeMISSFRANCE #MissAlsace c'est comme le rapprochement france /allemagne quoi',Nan
'Pourquoi Miss Alsace en TT ? Elle a une coloration_ elle va pas être Miss_ vous êtes pas bien dans votre tête. #missfrance',Nan
'Si Miss Bretagne est retenue dans le Top 5_ ce sera la fin du monde. #PrédictionDeRaël #MissFrance',Nan
'Miss France c'est toujours aussi chiant_ j'pense que je vais aller dormir. #TF1',1
'Si Miss Bretagne est Miss France je pense que tout le monde peut être #MissFrance',Nan
'@Sarah_Gary c'est une grosse sorcière miss Alsace !! #MissFrance',0
'Miss Bretagne à un œil sur le poisson dans le bocal et l'autre qui surveille le chat #missfrance',Nan
'C'est l'élection de #MissFrance la plus pourri que j'ai jamais vu',0
'Perso j'aime beaucoup la réunion_ mais je soutient quand même Miss Alsace. #MissFrance ♥',1
'Je suis du même avis que vous tous_ j'me demande ce que Miss Bretagne fais là_ elle me fait trop peur avec ses yeux là :O C. #MissFrance',0
'il est ou le nez de miss Bretagne ?? #MissFrance',Nan
'moi je suis pour Miss Languedoc_ Roussillon ou Alsace. #missfrance.',1
'Miss Bretagne doit gagner. #MissFrance',Nan
'Mon quinté mis à jour : Alsace_ pays de Loire_ Languedoc_ réunion_ Roussillon #Missfrance2012 #missfrance',Nan
'Encore 1 fois mon vote pr miss alsace #missfrance',Nan
'Nan_ mais le jury c'est des vieux bigleux où ils ont peur des indépendantistes bretons ? #MissBretagne #MissFrance',0
'Suis-je la seule à aimer Miss Midi-Pyrénées ? #MissFrance',1
'@cedlastar @chloemortaud #MissFrance #UneRousseCommeMISSFRANCE #MissAlsace',Nan
'Le sourire de Miss Midi-Pyrinées me fait mourir de rire ! Elle a l'air d'une psychopathe #MissFrance',0
'Ah et tweet #missfrance obligé : je vote pour Miss Alsace_ et il y en a beaucoup d'autres ici... #Strasbourg',Nan
'Miss Alsace est aurait mieux fait de mettre une choucroute au lieu de cette couleur de cheveux... #MissFrance',0
'#missfrance #TF1 c'est miss Alsace qui va gagner. Miss réunion ressemble tellement à Sandra #Bullock _)',Nan
'TOP 5 des #MissFrance : 1.Pays de Loire_ 2.Languedoc_ 3.Roussilon_ 4.?_ 5.?. Non parce que les autres je n'aime pas. Déjà que... Allez PDL!',Nan
'C'est la blague là les filles qui restent dans #MissFrance !!! elles sont ou les jolies filles ???',0
'Je penses que Laury doit avoir honte d'avoir le même nom que Lorie. Heureusement que l'orthographe sauve tout #Missfrance #Missthon',Nan
'Miss Alsace et Miss Reunion sont les plus canon #MissFrance',1
'les gens Miss Réunion c'est Marie PAYET !!! #MissFrance',Nan
'Une tronche allongée_ un oeil qui part en sucette et un nez écrasé... Oui oui_ je parle bien de Miss Bretagne #TF1 _)',0
'Je trouve qu'elle est moche Miss Bretagne #MissFrance',0
'Miss France sur #TF1 = http://t.co/QbGkVQG5 bonjour !!! #MissFrance',Nan
'PourQuoi Miss Bretagne est MOOOOCHE comme sa_! WTF??? #MissFrance',0
'Finalement celle qui gagne cette année c'est pas Miss France c'est Miss Moche #TF1',0
'@DarionVink Mdr ils sont énormes les tweets "@pdubost : #MissFrance Arrêtez de critiquer Miss Martinique_ c'est sûrement un mec très sympa."',0
'Miss Martinique est dans le world trend de twitter... x) est-ce que #missfrance finira par y rentrer aussi?',Nan
'@Vesperale Je regarde pas TF1_ mais sur internet elle a une belle tête de slut. En même temps "Elle pratique la danse flamenco et orientale"',Nan
'OH MERDE ! Les résultats de Miss France ont fuité sur le site de TF1 http://t.co/xZo6mxA8 - Elle est belle au moins_ c'est déjà ça ! #belle',1
'Heu je rêve là_ Miss Bretagne est séléctionée mais Miss Ile de France et Miss Guadeloupe_ non?? Dégoutée... #MissFrance',Nan
'J'ai trouvé que Miss Alsace avait pas tellement l'accent_ ça allait. Si vous entendiez certaines personnes du coin.. #tf1',Nan
'Miss Centre me fait penser à Taylor Swift #MissFrance',Nan
'Miss Bretagne: "Avant j'avais un gros nez. Mais ça_ c'était avant." #Krys #TF1 #MissFrance',0
'Miss Alsace_ en miss France ce serait trop beau pour être vrai. #MissFrance',1
'La winneuse de la tête chelou est définitivement la Bretagne_ devant la Guyane et la Réunion : ça doit être l'air marin... #missfrance',0
'Miss France #TF1 baaah elles me font rires elles',Nan
'Miss France 2012 en live : et les 12 finalistes sont... http://t.co/4bIBXqAO #missfrance #missfrance2012',Nan
'Ah en fait Miss Bretagne s'est trompée de chaîne. C'est sur France 2 le #telethon #missfrance',Nan
'@07Marianne Miss lle de France franchement la meilleure mais le vieux Delon n'avait pas ses lunettes ce soir #MissFrance',0
'Miss Guyane. Tout simplement. #Missfrance',Nan
'Miss Martinique je crois qu'il jouait dans l'agence tout risque #peurdelavion #MissFrance',0
'@NadineBonheur que pensez vous de l'élection de #MissFrance2012 ce soir sur #tf1',Nan
'Découvrez les douze demi-finalistes sur http://t.co/rH76hxqZ !! http://t.co/Aiz6VDV7 #MissFrance',Nan
'Miss Bretagne représente vachement bien la mer! #têtedecarpe #MissFrance',Nan
'La plus belle miss c'était Malika Ménard quand même. #missfrance',Nan
'Miss Guyane ressemble un peu à Eve #RuffRider #TF1 #MissFrance',Nan
'Je crois que je suis plus mince que la plus mince des #MissFrance de ce soir. L'année prochaine_ la Bretagne reprend son trône',Nan
'Qui m'explique pourquoi la Lorie elle nous à sortie ce putain de décolleté ? #missfrance',Nan
'Vous êtes sérieux à retweeter mon tweet sur #MissMartinique comme ça ? Mais vous allez la faire gagner bordel ! #MissFrance',Nan
'Juste pour dire une vrai catastrophe ! les gens qui les ont sélectionné doivent être aussi merdique que eux ! #MissFrance',Nan
'#MissFrance et que deviennent les Miss perdantes ? On les jette à la mer ? #brestattitude',Nan
'la Bretagne sera-t-elle élue Miss France 2012 encore une fois ??!! #MissFrance (to the applause)',Nan
'Miss Languedoc ou Pays de La Loire j'aime bien. Et je remercie Roussillon d'avoir penser au téléthon. #missfrance',1
'Moi perso je m'en fiche un peu de Miss France.. A quoi elle sert franchement? #MissFrance',0
'Et Lorie niveau extension ca se passe comment ? #missfrance',Nan
'@bomaye12 :D Jean-Pierre_ tu rates une super soirée... #MissFrance sur twitter_ c'est plus drôle qu'Intouchables!',1
'TF1 se fait plaisir avec les pubs hein ? 17 ! De quoi payer un chapeau à Geneviève et une vraie robe à Lorie ? #MissFrance',Nan
'une ex #missFrance peut elle influencer le jury dans leur délibération ? ca zieute et copie autour des piti papiers de Linda Hardy',Nan
'Miss provence en dirait un travelo mdrrr! #MissFrance',0
'Moi j'aimais trop la MissFrance 2o1o_ vous savez la belle Normande aux yeux bleus (Malika). Un peu comme moi quoi :p.',1
'Cette année les douze finalistes de #MissFrance la plupart sont vraiment moche. Désolé!',0
'Entoutcas aucune ne vaut Malika Ménard. #MissFrance',1
'Je suis pour Miss Alsace _) #tf1',1
'Les plus belles filles de France_ ne sont décidément pas candidates de l'élection #MissFrance_ mais ça… on le savait!',Nan
'Genre les images elles vont me faire aller en Bretagne #missfrance',Nan
'Le vent dans les cheveux de Jean-Pierre Foucault. #MissFrance #TF1',Nan
'Miss Martinique est franchement laide! #MissFrance',0
'“@Soraya_Paris: On me dit dans l'oreillette que Miss Bretagne serait la filleule de Franck Ribéry ! #MissFrance” say mechant!',Nan
'Un jury de #MissFrance sans #DSK #Berlusconi et #Clinton_ ça manque un poil de crédibilité et de compétence...',Nan
'Miss Guyane a un jolie visage mais ses cheveux c'est la catastrophe #missfrance',1
'Réunion en finale! #MissFrance #TF1',Nan
'Grand bravo a mon amie @Solenefroment qui est demi finaliste du concours Miss France !!! Votez pour elle !!! #MissFrance',Nan
'Vous dites "Ouais Miss France c'est nul_ soutenez plutot le telethon" alors que vous même vous regardez tjrs #TF1 ! C'est quoi votre délire',Nan
'Je suis chauvine.... Vive Miss Pays de la Loire! #tf1 #MissFrance (Mon dieu Miss Bretagne est un boudin! #Sorry)',0
'Si miss Bretagne est dans les finalistes je remets mon beau père et nous #missfrance',Nan
'Je suis pour la Bretagne. J'étais pour la Mayotte et l'IDF mais comme ils les ont pas gardées_ je me rabat sur ma région. #missfrance',1
'Je suis entrain de lire les tweets sur Miss Martinique... Je décède de rire !! x') #MissFrance',Nan
'Et Jean-Pierre toujours les cheveux au vent !! lol #MissFrance',Nan
'Alsace c'est tout. Éteignez vos Tv. #missfrance',Nan
'w0of! bon remarques Miss Bretagne a sa chance pour Miss Univers _ vu qu'elles sont toutes refaites ... #MissFrance',0
'Quand Miss Bretagne elle passe à l'écran_ il faudrait que #TF1 pense à mettre un -12 à l'écran..merci #MissFrance',Nan
'Always a winner - it's the final of #MissFrance tonight. Miss Poitou-Charentes gets my vote: http://t.co/1Z0n9qnU',Nan
'Miss Bretagne me collera un fou rire jusqu'à la fin de la soirée! #Mercilamoche #MissFrance',Nan
'Ya miss bretagne et michelle obama en TT cest du a #tf1 ou pas ?!',Nan
'si Miss Alsace elle gagne je vous montrerai.... #MissFrance #UneRousseCommeMISSFRANCE #MissAlsace',Nan
'Bretagne m'a l'air favorite. #MissFrance',Nan
'Si miss bretagne gagne franchement je serai pa etoné #Missfrance',Nan
'Bretagne... Si elle est dans les 5_ je dis : Hello le BACK go BACK breton ! #missfrance pitié pas ça svp !',Nan
'Miss Bretagne s'est faite attaquée par un hibou la nuit dernière ? #MissFrance',Nan
'Pourquoi tout le monde crie quand on voit Miss Bretagne? Elle est affreuse. #MissFrance',0
'La couleur de cheveux de la miss Alsace me degoutera toujours autant. #missfrance',0
'TF1 se fait plaisir avec les pub hein ? 17 ! De quoi payer un chapeau à Geneviève et une vraie robe à Lorie ? #missfrance',Nan
'Quelle âge a miss Bourgogne ? Pour de vrai ? #MissFrance',Nan
'Ce sera l'"Alsacienne de souche" qui sera notre prochaine Miss France é_è #MissFrance2012 #MissFrance',Nan
'une partie de mon corps.... #MissFrance #UneRousseCommeMISSFRANCE #MissAlsace',Nan
'. @AgnesAP ce serait pas une nièce de la famille Adams miss Alsace ? #MissFrance',0
'MissReunion = Marie Drucker_ MissMartinique = Michele Obama #MissFrance',Nan
'oulalala elle a oublié que la caméra allait passé sur elle _ la gueule qu'elle a fait _ la gueule... #MissMartinique #MissFrance',Nan
'Oh mon dieu je viens d'allumer la télé et de voir miss Bretagne ! #missfrance #choc #missbretagne',Nan
'Réunion ensuite. #MissFrance',Nan
'Miss Réunion c'est Marie Paillette (enfin Payet en fait) et ça vous rappelle rien... Genre Manu Payet !!! #Pistonnée #MissFrance',Nan
'Miss Languedoc m'a tapé dans l'oeil ! J'suis pour elle ! #MissFrance.',1
'Je met une petite pièce sur miss Languedoc #MissFrance',Nan
'Miss Bretagne est tout simplement dégeu..#missfrance',0
'C'est moi où Miss Bretagne louche ? Elle essaye de voir à travers les gouttes ? #missfrance',0
'Miss Pays de Loire ça va encore... ouf! #MissFrance',1
'Miss Pays de Loire quand je vois sa bouille_ elle me fait trop penser à quelqu'un_ pas vous ? #MissFrance',Nan
'Miss Bretagne même Entrevue et Closer n'en voudront pas. #MissFrance',Nan
'J'adore cette chanson! #Missfrance',1
'Pourquoi les Miss ont pas de Cul? Merde pas couisse Ya Foye #Tf1 #missfrance',0
'Miss Réunion = Sandra Bullock... en moche #MissFrance',0
'Delon se remet la braguette grande classe :) #MissFrance',Nan
'C'est quoi ces Miss sérieux ? Ils ont fais des sélections au moins ? #missfrance',0
'Cette chanson me rappelle mon enfance #MISSFRANCE',Nan
'J'ai voté pour miss Martinique_ elle prend tellement cher sur twitter que finalement ça ne s'éloigne pas trop du téléthon! #missfrance',Nan
'ø¤º°`°º#missfrance Miss Bretagne j'ai l'explication : elle a été élue au festival du chouchen ...',Nan
'Miss Alsace_ elle aime bien la choucroute. Ça se voir sur ses cuisses. #MissFrance',Nan
'Alsace : OUI ! #MissFrance',1
'Ah j'adore cette chanson!! #MissFrance',1
'Waaaa vous vous souvenez de cette chanson ! #MissFrance',Nan
'Miss Alsace a des hanches de fou ! #Missfrance',1
'Cette chanson a mon age o.o #tf1',Nan
'@vmcdofficiel Ah bon? Ils ne veulent pas de toi dans le jury de #MissFrance ! Quelle bande de fumiers! Ils ont refoulé la belle Nolwenn pfff',Nan
'c'était prévu le défilé à poil? Genevieve doit être folle… #missFrance',Nan
'Moi je dis ça se joue entre Miss Côte d'Azur_ Réunion et Pays de Loire... #MissFrance #AuDoigtMouillé (oui j'ose !)',Nan
'Jme rappelle de cette chanson! #TF1',Nan
'on a tous dansez sur cette musique #MissFrance',Nan
'J'adore cette chanson #MissFrance XP',1
'Miss Alsace va gagner.. Je la kiff :P #missfrance',1
'Je pense que ma vocation va être technicienne du son pour les miss frances parce que ca saoule leurs musiques de merde. #missfrance',0
'Moi jsuis pour le retour de Genevieve. Trop devergondee et pas belles cette année les Miss. #MissFrance',0
'Le deux pièces. OK. Pour les 5 finalistes_ ce sera le topless #MissFrance',Nan
'La chanson ! *-* #Tf1',Nan
'En fait miss alsace je l'a trouve pas très bien foutu ! #TF1 #MF',0
'Une des musiques de mon enfance ! #MissFrance',Nan
'Languedoc : OUI ! #MissFrance',Nan
'Ca y est_ j'ai vomi #MissBretagne #MissFrance',0
'Miss Alsace elle est loin mais loin d'etre fine . #MissFrance',0
'Réunion : OUI ! #MissFrance',1
'NAAAAAAN MAIS NAAAAAAAAAN J'ADORE CETTE CHANSOOOOOOOOOOON #MissFrance #jk',1
'Ça faisait longtemps que les TT ne m'avaient pas fait rire autant. Miss Bretagne_ Marie Paillette_ Michelle Obama. #MissFrance',Nan
'Miss Bretagne elle est pas TOP!!!!! #MissFrance',0
'Miss Alsace_ si j'étais un mec_ je te demanderais de m'épouser &lt_3 #MissFrance',1
'#missfrance Miss Bretagne a le nez de Scottie Pippen (Bulls) #NBA',0
'elle est belle miss Reunion #MissFrance',1
'Persiste pour miss C.A. Miss Réunion et Pays de la Loire #missfrance',Nan
'@oliviaBrl et moi meme aimons bien cette chanson ! pour une fois qu'on est d'accord !!! Mouhahah #TF1 #MissFrance',1
'Bretagne : NON NON NON #MissFrance',Nan
'Je parie sur Miss Réunion #missfrance',Nan
'Miss Alsace à un probleme de poids .. #missfrance',0
'Alors il foute pocahontas cme theme et ils mettent une chanson d'un africain .. Sevi ca fait ethnique ... On smange dla foutaise #TF1',Nan
'Miss Languedoc j'aime bien aussi en fait. #MissFrance',1
'Mais ils ont la même vision que Miss Bretagne le jury là ou bien ?! Genre_ un œil qui dit oui_ un autre qui dit non ! #TweetMéchant #TF1',0
'C'est quoi le titre de la chanson la svp ?? toute mon enfance !! #missfrance',Nan
'Entre Miss France sur TF1 et le Téléthon sur France 2_ on se fait bien chier avec la télévision Française. Heureusement_ y'a les Simpson.',0
'Miss Réunion y'a pas photo ! La meilleure ! Sandra Bullock ! #MissFrance',1
'Miss Bretagne à un beau corps putain *-* #missfrance',1
'Miss Languedoc ! ♥ #MissFrance2012 #TF1',Nan
'Bon allez je prédis un Alsace vs. côte d'azur. #missfrance',Nan
'La plus belle en Pocahontas c'est la Miss Réunion_ on va pas se mentir ! _) #MissFrance',1
'Miss Boudin -&gt_ MissBretagne #MissFrance #UneRousseCommeMISSFRANCE #MissAlsace',Nan
'#MissFrance Miss Bretagne : trop maigre',0
'@ALeveauxLIVE Tu te fais des petits kiffes sur #MissBretagne alias le thon ? #missfrance',0
'Miss Réunion TOP 5 jvous dit ! #MissFrance',Nan
'Miss Réunion ressemble à une fille de ma classe. #tf1',Nan
'Ils passent la chanson Wes d'Alane_ gros respect. #missfrance',Nan
'Festival des chansons des années 90 dans #missfrance ce soir! #changezledjtoutdesuite',Nan
'C'est quoi cette chanson ? Miss France #MissFrance2012 #MissFrance',Nan
'Ce qui veulent voir des miss tomber Laury a faillit tomber mais bon c'était pas grand chose ! #Missfrance',Nan
'OMG le corps de Miss Réunion ! *-* #MissFrance',Nan
'Miss Bretagne est quand même horrible... #MissFrance',0
'C'est pas drôle elles ont toutes un profil Facebook ultra verrouillé. Miss France Stalking : http://t.co/DLyz1rir #MissFrance',Nan
'#MissFrance MissGuyane en jette sa mere',1
'En plus elle est pas bien foutu cette miss Bretagne_ elles nous fait honte --' #missfrance',0
'sinon c'est normal de filmer en contre-plongé comme ça pendant le défilé en maillots? #missfrance',Nan
'Ouh par contre les hanches de Miss Alsace risquent de la faire perdre... :( #MissFrance',Nan
'Ils sont serieux les chanson qui mettent #tf1',Nan
'Miss Bretagne je la trouve pas jolie. #TF1 #MF',0
'Je trouve que la plus belle est Miss Languedoc #MissFrance',1
'Ohhh une musique des îles_ Miss Martinique a pu bouger son booty ! #cliché #MissFrance',Nan
'Miss Guyane marche comme un camionneur. #jdcjdr #MissFrance #TF1',0
'Sympa le corps de Miss Bretagne quand même. #missfrance',1
'Mdrr ! Ma petite soeur dit que Miss Bretagne a des yeux de chats :P #MissFrance',Nan
'God Miss Alsace is out of ranking_ beyond beautiful! #missfrance',1
'@_prae_ En Bretagne il ne pleut que sur les cons. Il na jamais plu en Bretagne depuis que je suis né et meme pas avant. #missfrance',Nan
'Bon j'avoue elle est canon #MissBretagne si on regarde pas sa tête.... #MissFrance',0
'Miss Bretagne .... ton nez est a refaire #MissFrance',0
'Prochain défilé_ ils nous mettent la macarena en bande son #MissFrance',Nan
'On dirait que Miss Guyane va te péter la gueule #missfrance',Nan
'HAHAHAHA! Miss Languedoc! Y a un truc blanc qui dépasse de son slip de bain. ♥ #MissFrance',Nan
'#MissFrance MISS LANGUEDOC A ses REGLE ! un bout de serviette qui sort ....',Nan
'C'est sûr qu'en bikini_ on voit moins le nez de miss bretagne ! #missfrance',Nan
'J'espère que Miss Roussillon sera élue Miss France et qu'elle luttera pour notre indépendance! #missfrance #viscacatalunya',Nan
'C'est moche une fille avec un faux sourire #MissFrance',0
'Oh les épaules de déménageurs de Miss Guyane!! #MissFrance',1
'Ma tante : Tu pourrais faire Miss France ! Ma Mère : Elle ? Euh.. Nan ! #Véridique #MissFrance',Nan
'Miss Guyane est pas mal quand même. Elle me fait penser à une actrice_ je sais pas qui. #MissFrance',1
'Perso_ Je reste sur Miss Réunion ! #MissFrance',1
'"être une femme" en musique et y a Miss Martinique qui défile... y a un problème #MissFrance',Nan
'#MissFrance Ou est Alain Delon ?',Nan
'Je décèdeeeeee ! Miss Martinique sur "Etre une femme" de Anggun xD #MissFrance',Nan
'Miss Guyane ressemble à E.V.E !!!!! #MissFrance',Nan
